id,name,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,is_legendary,is_mythical,dex_number,tier,abilities,types,is_fully_evolved,has_recovery,has_setup,has_priority,has_pivot,has_hazards,has_status,total_moves,coverage_types,avg_power
247,pupitar,rock,ground,70,84,70,65,70,51,False,False,247,NFE,Shed Skin,"Rock, Ground",False,True,True,False,False,True,False,50,8,77.19
248,tyranitar,rock,dark,100,134,110,95,100,61,False,False,248,OU,"Sand Stream, Unnerve","Rock, Dark",True,True,True,False,False,True,True,84,13,80.67
249,lugia,psychic,flying,106,90,130,90,154,110,True,False,249,Uber,"Pressure, Multiscale","Psychic, Flying",True,True,True,False,False,False,False,73,12,81.4
250,ho-oh,fire,flying,106,130,90,110,154,90,True,False,250,Uber,"Pressure, Regenerator","Fire, Flying",True,True,True,False,False,False,False,60,10,87.44
252,treecko,grass,,40,45,35,65,55,70,False,False,252,LC,"Overgrow, Unburden",Grass,False,True,True,True,False,False,False,60,9,65.66
253,grovyle,grass,,50,65,45,85,65,95,False,False,253,NFE,"Overgrow, Unburden",Grass,False,True,True,True,False,False,False,66,10,66.36
254,sceptile,grass,,70,85,65,105,85,120,False,False,254,ZU,"Overgrow, Unburden",Grass,True,True,True,True,False,False,False,83,10,74.56
255,torchic,fire,,45,60,40,70,50,45,False,False,255,NFE,"Blaze, Speed Boost",Fire,False,True,True,True,False,False,False,49,8,74.33
256,combusken,fire,fighting,60,85,60,85,60,55,False,False,256,NFE,"Blaze, Speed Boost","Fire, Fighting",False,True,True,True,False,False,False,64,10,76.31
257,blaziken,fire,fighting,80,120,70,110,70,80,False,False,257,UUBL,"Blaze, Speed Boost","Fire, Fighting",True,True,True,True,False,False,False,79,11,81.64
258,mudkip,water,,50,70,50,50,50,40,False,False,258,LC,"Torrent, Damp",Water,False,True,True,False,False,False,False,50,9,71.41
259,marshtomp,water,ground,70,85,70,60,70,50,False,False,259,NFE,"Torrent, Damp","Water, Ground",False,True,True,False,False,True,False,59,9,73.16
260,swampert,water,ground,100,110,90,85,90,60,False,False,260,NU,"Torrent, Damp","Water, Ground",True,True,True,False,True,True,False,77,11,79.72
261,poochyena,dark,,35,55,35,30,30,35,False,False,261,LC,"Run Away, Quick Feet, Rattled",Dark,False,True,True,True,False,False,False,47,11,69.81
262,mightyena,dark,,70,90,70,60,60,70,False,False,262,ZU,"Intimidate, Quick Feet, Moxie",Dark,True,True,True,True,False,False,False,51,11,76.0
270,lotad,water,grass,40,30,30,40,50,30,False,False,270,LC,"Swift Swim, Rain Dish, Own Tempo","Water, Grass",False,True,True,False,False,False,False,50,9,65.48
271,lombre,water,grass,60,50,50,60,70,50,False,False,271,NFE,"Swift Swim, Rain Dish, Own Tempo","Water, Grass",False,True,True,False,False,False,False,65,12,66.58
272,ludicolo,water,grass,80,70,70,90,100,70,False,False,272,ZU,"Swift Swim, Rain Dish, Own Tempo","Water, Grass",True,True,True,False,False,False,False,72,12,74.06
273,seedot,grass,,40,40,50,30,30,30,False,False,273,LC,"Chlorophyll, Early Bird, Pickpocket",Grass,False,True,True,True,False,False,False,48,6,71.96
274,nuzleaf,grass,dark,70,70,40,60,40,60,False,False,274,NFE,"Chlorophyll, Early Bird, Pickpocket","Grass, Dark",False,True,True,True,False,False,False,73,10,70.76
275,shiftry,grass,dark,90,100,60,90,60,80,False,False,275,ZU,"Chlorophyll, Wind Rider, Pickpocket","Grass, Dark",True,True,True,True,False,True,False,94,12,74.75
278,wingull,water,flying,40,30,30,55,30,85,False,False,278,LC,"Keen Eye, Hydration, Rain Dish","Water, Flying",False,True,True,True,False,False,False,48,6,70.33
279,pelipper,water,flying,60,50,100,95,70,65,False,False,279,UUBL,"Keen Eye, Drizzle, Rain Dish","Water, Flying",True,True,True,True,False,False,False,55,7,78.38
280,ralts,psychic,fairy,28,25,25,45,35,40,False,False,280,LC,"Synchronize, Trace, Telepathy","Psychic, Fairy",False,True,True,True,False,False,True,67,9,70.67
281,kirlia,psychic,fairy,38,35,35,65,55,50,False,False,281,NFE,"Synchronize, Trace, Telepathy","Psychic, Fairy",False,True,True,False,False,False,True,63,9,72.5
282,gardevoir,psychic,fairy,68,65,65,125,115,80,False,False,282,RU,"Synchronize, Trace, Telepathy","Psychic, Fairy",True,True,True,True,False,False,True,76,10,76.92
283,surskit,bug,water,40,30,32,50,52,65,False,False,283,LC,"Swift Swim, Rain Dish","Bug, Water",False,True,True,True,False,True,False,48,10,70.81
284,masquerain,bug,flying,70,60,62,100,82,80,False,False,284,ZU,"Intimidate, Unnerve","Bug, Flying",True,True,True,True,False,False,False,59,10,75.5
285,shroomish,grass,,60,40,60,40,60,35,False,False,285,LC,"Effect Spore, Poison Heal, Quick Feet",Grass,False,True,True,False,False,False,True,41,6,69.32
286,breloom,grass,fighting,60,130,80,60,60,70,False,False,286,RU,"Effect Spore, Poison Heal, Technician","Grass, Fighting",True,True,True,True,False,False,True,67,11,78.14
287,slakoth,normal,,60,60,60,35,35,30,False,False,287,LC,Truant,Normal,False,True,True,False,False,False,False,61,16,78.41
288,vigoroth,normal,,80,80,80,55,55,90,False,False,288,NFE,Vital Spirit,Normal,False,True,True,False,False,False,True,72,17,79.04
289,slaking,normal,,150,160,100,95,65,100,False,False,289,ZU,Truant,Normal,True,True,True,True,False,False,True,86,18,82.76
296,makuhita,fighting,,72,60,30,20,30,25,False,False,296,LC,"Thick Fat, Guts, Sheer Force",Fighting,False,True,True,True,False,False,False,64,12,72.62
297,hariyama,fighting,,144,120,60,40,60,50,False,False,297,PU,"Thick Fat, Guts, Sheer Force",Fighting,True,True,True,True,False,False,False,67,12,78.02
298,azurill,normal,fairy,50,20,40,20,40,20,False,False,298,LC,"Thick Fat, Huge Power, Sap Sipper","Normal, Fairy",False,True,True,True,False,False,False,39,6,74.17
299,nosepass,rock,,30,45,135,45,90,30,False,False,299,LC,"Sturdy, Magnet Pull, Sand Force",Rock,False,True,True,False,True,True,True,53,9,79.41
302,sableye,dark,ghost,50,75,75,65,65,50,False,False,302,ZU,"Keen Eye, Stall, Prankster","Dark, Ghost",True,True,True,True,False,False,True,85,16,74.0
307,meditite,fighting,psychic,30,40,55,40,55,60,False,False,307,NFE,"Pure Power, Telepathy","Fighting, Psychic",False,True,True,True,False,False,False,72,13,74.44
308,medicham,fighting,psychic,60,60,75,60,75,80,False,False,308,ZU,"Pure Power, Telepathy","Fighting, Psychic",True,True,True,True,False,False,False,72,12,80.53
311,plusle,electric,,60,50,40,85,75,95,False,False,311,ZU,"Plus, Lightning Rod",Electric,True,True,True,True,True,False,True,51,5,73.95
312,minun,electric,,60,40,50,75,85,95,False,False,312,ZU,"Minus, Volt Absorb",Electric,True,True,True,True,True,False,True,49,5,73.95
313,volbeat,bug,,65,73,75,47,85,85,False,False,313,ZU,"Illuminate, Swarm, Prankster",Bug,True,True,True,True,False,False,True,60,12,71.03
314,illumise,bug,,65,47,75,73,85,85,False,False,314,ZU,"Oblivious, Tinted Lens, Prankster",Bug,True,True,True,True,False,False,True,63,12,70.0
316,gulpin,poison,,70,43,53,43,53,40,False,False,316,LC,"Liquid Ooze, Sticky Hold, Gluttony",Poison,False,True,True,False,False,True,True,53,10,73.7
317,swalot,poison,,100,73,83,73,83,55,False,False,317,ZU,"Liquid Ooze, Sticky Hold, Gluttony",Poison,True,True,True,False,False,True,True,57,12,80.91
322,numel,fire,ground,60,60,40,65,45,35,False,False,322,LC,"Oblivious, Simple, Own Tempo","Fire, Ground",False,True,True,False,False,True,False,63,9,75.28
323,camerupt,fire,ground,70,100,70,105,75,40,False,False,323,ZU,"Magma Armor, Solid Rock, Anger Point","Fire, Ground",True,True,True,False,False,True,False,60,9,83.55
324,torkoal,fire,,70,85,140,85,70,20,False,False,324,ZU,"White Smoke, Drought, Shell Armor",Fire,True,True,True,False,False,True,False,58,9,82.97
325,spoink,psychic,,60,25,35,70,80,60,False,False,325,LC,"Thick Fat, Own Tempo, Gluttony",Psychic,False,True,True,False,False,False,True,60,13,70.52
326,grumpig,psychic,,80,45,65,90,110,80,False,False,326,ZU,"Thick Fat, Own Tempo, Gluttony",Psychic,True,True,True,False,False,False,True,81,17,78.98
328,trapinch,ground,,45,100,45,45,45,10,False,False,328,LC,"Hyper Cutter, Arena Trap, Sheer Force",Ground,False,True,True,True,False,True,False,38,9,70.93
329,vibrava,ground,dragon,50,70,50,50,50,70,False,False,329,NFE,Levitate,"Ground, Dragon",False,True,True,True,False,True,False,61,11,78.72
330,flygon,ground,dragon,80,100,80,80,80,100,False,False,330,NU,Levitate,"Ground, Dragon",True,True,True,True,False,True,False,75,14,76.58
331,cacnea,grass,,50,85,40,85,40,35,False,False,331,LC,"Sand Veil, Water Absorb",Grass,False,True,True,True,False,True,False,70,8,70.14
332,cacturne,grass,dark,70,115,60,115,60,55,False,False,332,ZU,"Sand Veil, Water Absorb","Grass, Dark",True,True,True,True,False,True,False,73,10,75.95
333,swablu,normal,flying,45,40,60,40,75,50,False,False,333,LC,"Natural Cure, Cloud Nine","Normal, Flying",False,True,True,False,False,False,False,50,9,73.39
334,altaria,dragon,flying,75,70,90,70,105,80,False,False,334,NU,"Natural Cure, Cloud Nine","Dragon, Flying",True,True,True,False,False,False,False,64,9,81.46
335,zangoose,normal,,73,115,60,60,60,90,False,False,335,ZU,"Immunity, Toxic Boost",Normal,True,True,True,True,False,False,True,82,16,76.88
336,seviper,poison,,73,100,60,100,60,65,False,False,336,ZU,"Shed Skin, Infiltrator",Poison,True,True,True,False,False,False,True,71,14,73.89
339,barboach,water,ground,50,48,43,46,41,60,False,False,339,LC,"Oblivious, Anticipation, Hydration","Water, Ground",False,True,True,False,False,True,False,46,8,79.69
340,whiscash,water,ground,110,78,73,76,71,60,False,False,340,ZU,"Oblivious, Anticipation, Hydration","Water, Ground",True,True,True,False,False,True,False,54,8,83.11
341,corphish,water,,43,80,65,50,35,35,False,False,341,LC,"Hyper Cutter, Shell Armor, Adaptability",Water,False,True,True,True,False,False,False,51,9,70.43
342,crawdaunt,water,dark,63,120,85,90,55,55,False,False,342,RU,"Hyper Cutter, Shell Armor, Adaptability","Water, Dark",True,True,True,True,False,False,False,64,9,75.23
349,feebas,water,,20,15,20,10,55,80,False,False,349,LC,"Swift Swim, Oblivious, Adaptability",Water,False,True,True,False,False,False,False,32,6,66.76
350,milotic,water,,95,60,79,100,125,81,False,False,350,PU,"Marvel Scale, Competitive, Cute Charm",Water,True,True,True,False,True,False,False,65,9,68.59
353,shuppet,ghost,,44,75,35,63,33,45,False,False,353,LC,"Insomnia, Frisk, Cursed Body",Ghost,False,True,True,True,False,False,True,52,9,75.0
354,banette,ghost,,64,115,65,83,63,65,False,False,354,ZU,"Insomnia, Frisk, Cursed Body",Ghost,True,True,True,True,False,False,True,58,11,80.34
355,duskull,ghost,,20,40,90,30,90,25,False,False,355,LC,"Levitate, Frisk",Ghost,False,True,True,True,False,False,False,46,7,74.74
356,dusclops,ghost,,40,70,130,60,130,25,False,False,356,NFE,"Pressure, Frisk",Ghost,False,True,True,True,False,False,False,57,9,80.34
357,tropius,grass,flying,99,68,83,72,87,51,False,False,357,ZU,"Chlorophyll, Solar Power, Harvest","Grass, Flying",True,True,True,False,False,False,False,59,7,82.36
358,chimecho,psychic,,75,50,80,95,90,65,False,False,358,ZU,Levitate,Psychic,True,True,True,False,False,False,True,65,8,67.78
361,snorunt,ice,,50,50,50,50,50,50,False,False,361,LC,"Inner Focus, Ice Body, Moody",Ice,False,True,True,True,False,True,False,43,7,63.85
362,glalie,ice,,80,80,80,80,80,80,False,False,362,ZU,"Inner Focus, Ice Body, Moody",Ice,True,True,True,True,False,True,False,49,8,72.9
370,luvdisc,water,,43,30,55,40,65,97,False,False,370,ZU,"Swift Swim, Hydration",Water,True,True,True,True,True,False,False,39,5,67.22
371,bagon,dragon,,45,75,60,40,30,50,False,False,371,LC,"Rock Head, Sheer Force",Dragon,False,True,True,False,False,False,False,46,11,79.17
372,shelgon,dragon,,65,95,100,60,50,50,False,False,372,NFE,"Rock Head, Overcoat",Dragon,False,True,True,False,False,False,False,43,11,78.21
373,salamence,dragon,flying,95,135,80,110,80,100,False,False,373,RUBL,"Intimidate, Moxie","Dragon, Flying",True,True,True,False,False,False,False,59,13,81.55
374,beldum,steel,psychic,40,55,80,35,60,30,False,False,374,LC,"Clear Body, Light Metal","Steel, Psychic",False,False,True,False,False,False,False,7,3,85.0
375,metang,steel,psychic,60,75,100,55,80,50,False,False,375,NFE,"Clear Body, Light Metal","Steel, Psychic",False,True,True,True,False,True,False,58,12,83.0
376,metagross,steel,psychic,80,135,130,95,90,70,False,False,376,UU,"Clear Body, Light Metal","Steel, Psychic",True,True,True,True,False,True,False,66,13,86.74
377,regirock,rock,,80,100,200,50,100,50,True,False,377,ZU,"Clear Body, Sturdy",Rock,True,True,True,False,False,True,True,54,9,89.1
378,regice,ice,,80,50,100,100,200,50,True,False,378,ZU,"Clear Body, Ice Body",Ice,True,True,True,False,False,False,True,46,8,91.67
379,registeel,steel,,80,75,150,75,150,50,True,False,379,RU,"Clear Body, Light Metal",Steel,True,True,True,False,False,True,True,52,9,93.82
380,latias,dragon,psychic,80,80,90,110,130,110,True,False,380,UUBL,Levitate,"Dragon, Psychic",True,True,True,False,False,False,True,77,12,77.5
381,latios,dragon,psychic,80,90,80,130,110,110,True,False,381,UU,Levitate,"Dragon, Psychic",True,True,True,False,True,False,True,74,11,79.35
382,kyogre,water,,100,100,90,150,140,90,True,False,382,Uber,Drizzle,Water,True,True,True,False,False,False,True,44,8,86.67
383,groudon,ground,,100,150,140,100,90,90,True,False,383,Uber,Drought,Ground,True,True,True,False,False,True,True,66,13,86.7
384,rayquaza,dragon,flying,105,150,90,150,90,95,True,False,384,Uber,Air Lock,"Dragon, Flying",True,True,True,True,False,True,True,71,14,87.45
385,jirachi,steel,psychic,100,100,100,100,100,100,False,True,385,RU,Serene Grace,"Steel, Psychic",True,True,True,False,False,True,True,71,13,86.94
386,deoxys-normal,psychic,,50,150,50,150,50,150,False,True,386,Uber,Pressure,Psychic,True,True,True,False,False,True,True,73,15,82.02
387,turtwig,grass,,55,68,64,45,55,31,False,False,387,LC,"Overgrow, Shell Armor",Grass,False,True,True,False,False,True,False,56,8,71.55
388,grotle,grass,,75,89,85,55,65,36,False,False,388,NFE,"Overgrow, Shell Armor",Grass,False,True,True,False,False,True,False,56,8,71.55
389,torterra,grass,ground,95,109,105,75,85,56,False,False,389,RU,"Overgrow, Shell Armor","Grass, Ground",True,True,True,False,False,True,False,76,9,81.22
390,chimchar,fire,,44,58,44,58,44,61,False,False,390,LC,"Blaze, Iron Fist",Fire,False,True,True,True,False,True,False,64,12,72.92
391,monferno,fire,fighting,64,78,52,78,52,81,False,False,391,NFE,"Blaze, Iron Fist","Fire, Fighting",False,True,True,True,False,True,False,73,12,72.73
392,infernape,fire,fighting,76,104,71,104,71,108,False,False,392,NU,"Blaze, Iron Fist","Fire, Fighting",True,True,True,True,False,True,False,90,12,79.28
393,piplup,water,,53,51,53,61,56,40,False,False,393,LC,"Torrent, Competitive",Water,False,True,True,False,True,False,False,53,9,61.61
394,prinplup,water,,64,66,68,81,76,50,False,False,394,NFE,"Torrent, Competitive",Water,False,True,True,False,True,False,False,56,11,62.35
395,empoleon,water,steel,84,86,88,111,101,60,False,False,395,RU,"Torrent, Competitive","Water, Steel",True,True,True,True,True,True,False,83,12,70.82
396,starly,normal,flying,40,55,30,30,30,60,False,False,396,LC,"Keen Eye, Reckless","Normal, Flying",False,True,True,True,False,False,False,37,6,67.0
397,staravia,normal,flying,55,75,50,40,40,80,False,False,397,NFE,"Intimidate, Reckless","Normal, Flying",False,True,True,True,False,False,False,34,5,71.94
398,staraptor,normal,flying,85,120,70,50,60,100,False,False,398,NU,"Intimidate, Reckless","Normal, Flying",True,True,True,True,False,False,False,38,6,80.23
401,kricketot,bug,,37,25,41,25,41,25,False,False,401,LC,"Shed Skin, Run Away",Bug,False,False,False,False,False,False,False,8,2,63.33
402,kricketune,bug,,77,85,51,55,51,65,False,False,402,ZU,"Swarm, Technician",Bug,True,True,True,False,False,True,False,45,6,71.67
403,shinx,electric,,45,65,34,40,34,45,False,False,403,LC,"Rivalry, Intimidate, Guts",Electric,False,True,True,True,True,False,True,49,9,66.61
404,luxio,electric,,60,85,49,60,49,60,False,False,404,NFE,"Rivalry, Intimidate, Guts",Electric,False,True,True,False,True,False,True,44,8,69.38
405,luxray,electric,,80,120,79,95,79,70,False,False,405,ZU,"Rivalry, Intimidate, Guts",Electric,True,True,True,False,True,False,True,50,8,76.9
408,cranidos,rock,,67,125,40,30,30,58,False,False,408,LC,"Mold Breaker, Sheer Force",Rock,False,True,True,False,False,True,False,58,12,80.53
409,rampardos,rock,,97,165,60,65,50,58,False,False,409,ZU,"Mold Breaker, Sheer Force",Rock,True,True,True,False,False,True,False,72,13,85.39
410,shieldon,rock,steel,30,42,118,42,88,30,False,False,410,LC,"Sturdy, Soundproof","Rock, Steel",False,True,True,False,False,True,False,54,9,78.17
411,bastiodon,rock,steel,60,52,168,47,138,30,False,False,411,ZU,"Sturdy, Soundproof","Rock, Steel",True,True,True,False,False,True,False,65,11,84.32
415,combee,bug,flying,30,30,42,30,42,70,False,False,415,LC,"Honey Gather, Hustle","Bug, Flying",False,False,False,False,False,False,False,10,3,67.14
416,vespiquen,bug,flying,70,80,102,80,102,40,False,False,416,ZU,"Pressure, Unnerve","Bug, Flying",True,True,True,False,False,True,True,56,9,70.58
417,pachirisu,electric,,60,45,70,45,90,95,False,False,417,ZU,"Run Away, Pickup, Volt Absorb",Electric,True,True,True,True,True,False,True,62,9,75.91
418,buizel,water,,55,65,35,60,30,85,False,False,418,LC,"Swift Swim, Water Veil",Water,False,True,True,True,True,False,False,54,8,69.68
419,floatzel,water,,85,105,55,85,50,115,False,False,419,PU,"Swift Swim, Water Veil",Water,True,True,True,True,True,False,False,56,7,78.68
422,shellos,water,,76,48,48,57,62,34,False,False,422,LC,"Sticky Hold, Storm Drain, Sand Force",Water,False,True,True,False,False,True,False,50,9,73.27
423,gastrodon,water,ground,111,83,68,92,82,39,False,False,423,RU,"Sticky Hold, Storm Drain, Sand Force","Water, Ground",True,True,True,False,False,True,False,51,7,77.65
424,ambipom,normal,,75,100,66,60,66,115,False,False,424,PU,"Technician, Pickup, Skill Link",Normal,True,True,True,True,False,False,True,70,14,75.77
425,drifloon,ghost,flying,90,50,34,60,44,70,False,False,425,LC,"Aftermath, Unburden, Flare Boost","Ghost, Flying",False,True,True,False,False,False,True,58,10,72.4
426,drifblim,ghost,flying,150,80,44,90,54,80,False,False,426,ZU,"Aftermath, Unburden, Flare Boost","Ghost, Flying",True,True,True,False,False,False,True,59,9,79.29
429,mismagius,ghost,,60,60,60,105,105,105,False,False,429,PU,Levitate,Ghost,True,True,True,False,False,False,True,60,10,79.53
430,honchkrow,dark,flying,100,125,52,105,52,71,False,False,430,ZU,"Insomnia, Super Luck, Moxie","Dark, Flying",True,True,True,True,False,False,True,54,8,78.17
433,chingling,psychic,,45,30,50,65,50,45,False,False,433,LC,Levitate,Psychic,False,True,True,False,False,False,True,51,8,72.5
434,stunky,poison,dark,63,63,47,41,41,74,False,False,434,LC,"Stench, Aftermath, Keen Eye","Poison, Dark",False,True,True,True,False,True,True,61,8,75.33
435,skuntank,poison,dark,103,93,67,71,61,84,False,False,435,ZU,"Stench, Aftermath, Keen Eye","Poison, Dark",True,True,True,True,False,True,True,63,8,80.2
436,bronzor,steel,psychic,57,24,86,24,86,23,False,False,436,LC,"Levitate, Heatproof, Heavy Metal","Steel, Psychic",False,True,True,False,False,True,False,58,10,75.34
437,bronzong,steel,psychic,67,89,116,79,116,33,False,False,437,NU,"Levitate, Heatproof, Heavy Metal","Steel, Psychic",True,True,True,False,False,True,False,67,11,79.86
438,bonsly,rock,,50,80,95,10,45,10,False,False,438,LC,"Sturdy, Rock Head, Rattled",Rock,False,True,True,True,False,True,False,50,6,68.4
440,happiny,normal,,100,5,5,15,65,30,False,False,440,LC,"Natural Cure, Serene Grace, Friend Guard",Normal,False,True,True,False,False,False,True,35,8,70.38
442,spiritomb,ghost,dark,50,92,108,92,108,35,False,False,442,ZU,"Pressure, Infiltrator","Ghost, Dark",True,True,True,True,False,False,True,53,7,77.8
443,gible,dragon,ground,58,70,45,40,45,42,False,False,443,LC,"Sand Veil, Rough Skin","Dragon, Ground",False,True,True,False,False,True,False,50,9,74.17
444,gabite,dragon,ground,68,90,65,50,55,82,False,False,444,NFE,"Sand Veil, Rough Skin","Dragon, Ground",False,True,True,False,False,True,False,52,10,73.42
445,garchomp,dragon,ground,108,130,95,80,85,102,False,False,445,UUBL,"Sand Veil, Rough Skin","Dragon, Ground",True,True,True,False,False,True,False,61,13,77.67
446,munchlax,normal,,135,85,40,40,85,5,False,False,446,LC,"Pickup, Thick Fat, Gluttony",Normal,False,True,True,False,False,False,False,64,13,85.25
447,riolu,fighting,,40,70,40,35,40,60,False,False,447,LC,"Steadfast, Inner Focus, Prankster",Fighting,False,True,True,True,False,False,False,60,13,73.29
448,lucario,fighting,steel,70,110,70,115,70,90,False,False,448,NUBL,"Steadfast, Inner Focus, Justified","Fighting, Steel",True,True,True,True,False,False,False,77,15,78.89
449,hippopotas,ground,,68,72,78,38,42,32,False,False,449,LC,"Sand Stream, Sand Force",Ground,False,True,True,False,False,True,False,44,9,73.54
450,hippowdon,ground,,108,112,118,68,72,47,False,False,450,UU,"Sand Stream, Sand Force",Ground,True,True,True,False,False,True,False,46,10,79.82
453,croagunk,poison,fighting,48,61,40,61,40,50,False,False,453,LC,"Anticipation, Dry Skin, Poison Touch","Poison, Fighting",False,True,True,True,False,False,True,68,12,72.67
454,toxicroak,poison,fighting,83,106,65,86,65,85,False,False,454,ZU,"Anticipation, Dry Skin, Poison Touch","Poison, Fighting",True,True,True,True,False,False,True,67,11,79.65
456,finneon,water,,49,49,56,49,61,66,False,False,456,LC,"Swift Swim, Storm Drain, Water Veil",Water,False,True,True,False,True,False,False,44,7,69.6
457,lumineon,water,,69,69,76,69,86,91,False,False,457,ZU,"Swift Swim, Storm Drain, Water Veil",Water,True,True,True,False,True,False,False,44,7,74.81
459,snover,grass,ice,60,62,50,62,60,40,False,False,459,LC,"Snow Warning, Soundproof","Grass, Ice",False,True,True,True,False,False,False,47,4,69.83
460,abomasnow,grass,ice,90,92,75,92,85,60,False,False,460,ZU,"Snow Warning, Soundproof","Grass, Ice",True,True,True,True,False,False,False,62,10,79.63
461,weavile,dark,ice,70,120,65,45,85,125,False,False,461,UU,"Pressure, Pickpocket","Dark, Ice",True,True,True,True,False,False,False,69,11,71.55
462,magnezone,electric,steel,70,70,115,130,90,60,False,False,462,RU,"Magnet Pull, Sturdy, Analytic","Electric, Steel",True,True,True,False,True,False,True,52,5,85.62
464,rhyperior,ground,rock,115,140,130,55,55,40,False,False,464,NU,"Lightning Rod, Solid Rock, Reckless","Ground, Rock",True,True,True,False,False,True,False,89,14,84.44
466,electivire,electric,,75,123,67,95,85,95,False,False,466,ZU,"Motor Drive, Vital Spirit",Electric,True,True,True,True,True,False,True,65,10,80.48
467,magmortar,fire,,75,95,67,125,95,83,False,False,467,ZU,"Flame Body, Vital Spirit",Fire,True,True,True,True,False,False,False,66,10,82.5
469,yanmega,bug,flying,86,76,86,116,56,95,False,False,469,RUBL,"Speed Boost, Tinted Lens, Frisk","Bug, Flying",True,True,True,True,False,False,False,47,9,74.03
470,leafeon,grass,,65,110,130,60,65,95,False,False,470,ZU,"Leaf Guard, Chlorophyll",Grass,True,True,True,True,False,False,False,55,8,77.58
471,glaceon,ice,,65,60,110,130,95,65,False,False,471,ZU,"Snow Cloak, Ice Body",Ice,True,True,True,True,False,False,False,51,8,70.86
472,gliscor,ground,flying,75,95,125,45,75,95,False,False,472,OU,"Hyper Cutter, Sand Veil, Poison Heal","Ground, Flying",True,True,True,True,False,True,True,70,15,70.96
473,mamoswine,ice,ground,110,130,80,70,60,80,False,False,473,UU,"Oblivious, Snow Cloak, Thick Fat","Ice, Ground",True,True,True,True,False,True,False,61,8,72.76
474,porygon-z,normal,,85,80,70,135,75,90,False,False,474,RU,"Adaptability, Download, Analytic",Normal,True,True,True,False,False,False,True,49,7,84.29
475,gallade,psychic,fighting,68,125,65,65,115,80,False,False,475,RU,"Steadfast, Sharpness, Justified","Psychic, Fighting",True,True,True,True,False,False,True,105,16,76.43
476,probopass,rock,steel,60,55,145,75,150,40,False,False,476,ZU,"Sturdy, Magnet Pull, Sand Force","Rock, Steel",True,True,True,False,True,True,True,60,9,84.47
477,dusknoir,ghost,,45,100,135,65,135,45,False,False,477,ZU,"Pressure, Frisk",Ghost,True,True,True,True,False,False,False,64,12,80.74
478,froslass,ice,ghost,70,80,70,80,70,110,False,False,478,ZU,"Snow Cloak, Cursed Body","Ice, Ghost",True,True,True,True,False,True,True,62,8,73.12
479,rotom,electric,ghost,50,50,77,95,77,91,False,False,479,ZU,Levitate,"Electric, Ghost",True,True,True,False,True,False,True,43,5,70.71
480,uxie,psychic,,75,75,130,75,130,95,True,False,480,NU,Levitate,Psychic,True,True,True,False,False,True,True,65,12,80.29
481,mesprit,psychic,,80,105,105,105,105,80,True,False,481,ZU,Levitate,Psychic,True,True,True,False,False,True,True,64,12,80.0
482,azelf,psychic,,75,125,70,125,70,115,True,False,482,NUBL,Levitate,Psychic,True,True,True,False,False,True,True,63,12,87.0
483,dialga,steel,dragon,100,120,120,150,100,90,True,False,483,Uber,"Pressure, Telepathy","Steel, Dragon",True,True,True,False,False,True,True,64,10,87.67
484,palkia,water,dragon,90,120,100,150,120,100,True,False,484,Uber,"Pressure, Telepathy","Water, Dragon",True,True,True,False,False,False,True,70,13,82.1
485,heatran,fire,steel,91,90,106,130,106,77,True,False,485,OU,"Flash Fire, Flame Body","Fire, Steel",True,True,True,False,False,True,False,56,10,84.25
486,regigigas,normal,,110,160,110,80,110,100,True,False,486,ZU,Slow Start,Normal,True,True,True,False,False,False,True,50,10,83.53
487,giratina-altered,ghost,dragon,150,100,120,100,120,90,True,False,487,Uber,"Pressure, Telepathy","Ghost, Dragon",True,True,True,True,False,False,True,57,14,84.62
488,cresselia,psychic,,120,70,110,75,120,85,True,False,488,NUBL,Levitate,Psychic,True,True,True,False,False,False,True,56,8,83.04
489,phione,water,,80,80,80,80,80,80,False,True,489,ZU,Hydration,Water,True,True,True,False,True,False,False,41,7,70.62
490,manaphy,water,,100,100,100,100,100,100,False,True,490,UU,Hydration,Water,True,True,True,False,True,False,False,55,8,75.48
491,darkrai,dark,,70,90,90,135,90,125,False,True,491,OU,Bad Dreams,Dark,True,True,True,True,False,False,True,58,9,83.48
492,shaymin-land,grass,,100,100,100,100,100,100,False,True,492,PU,Natural Cure,Grass,True,True,True,False,False,False,False,45,6,84.0
493,arceus,normal,,120,120,120,120,120,120,False,True,493,Uber,Multitype,Normal,True,True,True,True,False,True,True,118,18,86.2
495,snivy,grass,,45,45,55,45,55,63,False,False,495,NFE,"Overgrow, Contrary",Grass,False,True,True,False,False,False,False,49,7,69.2
496,servine,grass,,60,60,75,60,75,83,False,False,496,NFE,"Overgrow, Contrary",Grass,False,True,True,False,False,False,False,49,7,69.2
497,serperior,grass,,75,75,95,75,95,113,False,False,497,RUBL,"Overgrow, Contrary",Grass,True,True,True,False,False,False,False,59,7,76.91
498,tepig,fire,,65,63,45,45,45,45,False,False,498,LC,"Blaze, Thick Fat",Fire,False,True,True,True,False,False,False,48,11,80.0
499,pignite,fire,fighting,90,93,55,70,55,55,False,False,499,NFE,"Blaze, Thick Fat","Fire, Fighting",False,True,True,True,False,False,False,68,11,81.14
